12:07:25.132423 IP 172.16.112.100.ftp > 172.16.113.204.2678: Flags [P.], seq 1514666:1514697, ack 457125304, win 8710, length 31
05:37:17.678625 IP 207.136.86.223.748 > 172.16.113.50.sunrpc: Flags [P.], seq 2256907853:2256907897, ack 1865728001, win 32696, length 44
05:37:23.373672 IP 207.136.86.223.31610 > 172.16.118.10.pop3: Flags [S], seq 2840574059, win 512, options [mss 1460], length 0
05:37:27.278739 IP 207.136.86.223.769 > 172.16.118.20.sunrpc: Flags [P.], seq 245458703:245458747, ack 1758580763, win 32120, length 44
05:40:05.521557 IP 207.136.86.223.6285 > 172.16.117.132.pop3: Flags [S], seq 2095179194, win 512, options [mss 1460], length 0
05:41:21.400837 IP 207.136.86.223.864 > 172.16.113.50.sunrpc: Flags [P.], seq 3110355888:3110355932, ack 1897280001, win 32696, length 44
05:41:31.509815 IP 207.136.86.223.10198 > 172.16.118.10.pop3: Flags [S], seq 1495004985, win 512, options [mss 1460], length 0
05:41:40.326711 IP 207.136.86.223.887 > 172.16.118.20.sunrpc: Flags [P.], seq 1253504531:1253504575, ack 1966572848, win 32120, length 44
05:44:14.529534 IP 207.136.86.223.14934 > 172.16.116.44.pop3: Flags [S], seq 4225644958, win 512, options [mss 1460], length 0
05:45:55.623529 IP 207.136.86.223.ftps-data > 172.16.113.50.sunrpc: Flags [P.], seq 3264879412:3264879456, ack 503296001, win 32696, length 44
05:45:56.684372 IP 207.136.86.223.18950 > 172.16.114.50.pop3: Flags [S], seq 4283282066, win 512, options [mss 1460], length 0
05:46:14.167387 IP 207.136.86.223.1012 > 172.16.118.20.sunrpc: Flags [P.], seq 3814403282:3814403326, ack 262817544, win 32120, length 44
15:22:28.143628 IP 172.16.112.100.http > 206.48.44.18.1243: Flags [P.], seq 3333079:3333190, ack 13221946, win 8736, length 111
